
  Computed solution coefficients:

  Node    X(I)        U(X(I))
     16200  0.202500        0.000000
     16201  0.202513       -0.000000
     16202  0.202525       -0.000000
     16203  0.202538        0.000000
     16204  0.202550        0.000000
     16205  0.202563       -0.000000
     16206  0.202575       -0.000000
     16207  0.202588        0.000000
     16208  0.202600       -0.000000
     16209  0.202613       -0.000000
     16210  0.202625        0.000000
     16211  0.202637        0.000000
     16212  0.202650       -0.000000
     16213  0.202662       -0.000000
     16214  0.202675        0.000000
     16215  0.202687        0.000000
     16216  0.202700       -0.000000
     16217  0.202712       -0.000000
     16218  0.202725        0.000000
     16219  0.202737        0.000000
     16220  0.202750       -0.000000
     16221  0.202763        0.000000
     16222  0.202775        0.000000
     16223  0.202788       -0.000000
     16224  0.202800       -0.000000
     16225  0.202813        0.000000
     16226  0.202825        0.000000
     16227  0.202838       -0.000000
     16228  0.202850       -0.000000
     16229  0.202863        0.000000
     16230  0.202875        0.000000
     16231  0.202887       -0.000000
     16232  0.202900        0.000000
     16233  0.202912        0.000000
     16234  0.202925       -0.000000
     16235  0.202937       -0.000000
     16236  0.202950        0.000000
     16237  0.202962        0.000000
     16238  0.202975       -0.000000
     16239  0.202987       -0.000000
     16240  0.203000        0.000000
     16241  0.203013        0.000000
     16242  0.203025       -0.000000
     16243  0.203038       -0.000000
     16244  0.203050        0.000000
     16245  0.203063       -0.000000
     16246  0.203075       -0.000000
     16247  0.203088        0.000000
     16248  0.203100        0.000000
     16249  0.203113       -0.000000
     16250  0.203125       -0.000000
     16251  0.203137        0.000000
     16252  0.203150        0.000000
     16253  0.203162       -0.000000
     16254  0.203175       -0.000000
     16255  0.203187        0.000000
     16256  0.203200       -0.000000
     16257  0.203212       -0.000000
     16258  0.203225        0.000000
     16259  0.203237        0.000000
     16260  0.203250       -0.000000
     16261  0.203263       -0.000000
     16262  0.203275        0.000000
     16263  0.203288        0.000000
     16264  0.203300       -0.000000
     16265  0.203313       -0.000000
     16266  0.203325        0.000000
     16267  0.203338       -0.000000
     16268  0.203350       -0.000000
     16269  0.203363        0.000000
     16270  0.203375        0.000000
     16271  0.203387       -0.000000
     16272  0.203400       -0.000000
     16273  0.203412        0.000000
     16274  0.203425        0.000000
     16275  0.203437       -0.000000
     16276  0.203450       -0.000000
     16277  0.203462        0.000000
     16278  0.203475        0.000000
     16279  0.203487       -0.000000
     16280  0.203500        0.000000
     16281  0.203513        0.000000
     16282  0.203525       -0.000000
     16283  0.203538       -0.000000
     16284  0.203550        0.000000
     16285  0.203563        0.000000
     16286  0.203575       -0.000000
     16287  0.203588       -0.000000
     16288  0.203600        0.000000
     16289  0.203613        0.000000
     16290  0.203625       -0.000000
     16291  0.203637        0.000000
     16292  0.203650        0.000000
     16293  0.203662       -0.000000
     16294  0.203675       -0.000000
     16295  0.203687        0.000000
     16296  0.203700        0.000000
     16297  0.203712       -0.000000
     16298  0.203725       -0.000000
     16299  0.203737        0.000000
     16300  0.203750        0.000000
     16301  0.203763       -0.000000
     16302  0.203775       -0.000000
     16303  0.203788        0.000000
     16304  0.203800       -0.000000
     16305  0.203813       -0.000000
     16306  0.203825        0.000000
     16307  0.203838        0.000000
     16308  0.203850       -0.000000
     16309  0.203863       -0.000000
     16310  0.203875        0.000000
     16311  0.203887        0.000000
     16312  0.203900       -0.000000
     16313  0.203912       -0.000000
     16314  0.203925        0.000000
     16315  0.203937       -0.000000
     16316  0.203950       -0.000000
     16317  0.203962        0.000000
     16318  0.203975        0.000000
     16319  0.203987       -0.000000
     16320  0.204000       -0.000000
     16321  0.204013        0.000000
     16322  0.204025        0.000000
     16323  0.204038       -0.000000
     16324  0.204050       -0.000000
     16325  0.204063        0.000000
     16326  0.204075       -0.000000
     16327  0.204088       -0.000000
     16328  0.204100        0.000000
     16329  0.204113        0.000000
     16330  0.204125       -0.000000
     16331  0.204137       -0.000000
     16332  0.204150        0.000000
     16333  0.204162        0.000000
     16334  0.204175       -0.000000
     16335  0.204187       -0.000000
     16336  0.204200        0.000000
     16337  0.204212        0.000000
     16338  0.204225       -0.000000
     16339  0.204237        0.000000
     16340  0.204250        0.000000
     16341  0.204263       -0.000000
     16342  0.204275       -0.000000
     16343  0.204288        0.000000
     16344  0.204300        0.000000
     16345  0.204313       -0.000000
     16346  0.204325       -0.000000
     16347  0.204338        0.000000
     16348  0.204350        0.000000
     16349  0.204363       -0.000000
     16350  0.204375        0.000000
     16351  0.204387        0.000000
     16352  0.204400       -0.000000
     16353  0.204412       -0.000000
     16354  0.204425        0.000000
     16355  0.204437        0.000000
     16356  0.204450       -0.000000
     16357  0.204462       -0.000000
     16358  0.204475        0.000000
     16359  0.204487        0.000000
     16360  0.204500       -0.000000
     16361  0.204513       -0.000000
     16362  0.204525        0.000000
     16363  0.204538       -0.000000
     16364  0.204550       -0.000000
     16365  0.204563        0.000000
     16366  0.204575        0.000000
     16367  0.204588       -0.000000
     16368  0.204600       -0.000000
     16369  0.204613        0.000000
     16370  0.204625        0.000000
     16371  0.204637       -0.000000
     16372  0.204650       -0.000000
     16373  0.204662        0.000000
     16374  0.204675       -0.000000
     16375  0.204687       -0.000000
     16376  0.204700        0.000000
     16377  0.204712        0.000000
     16378  0.204725       -0.000000
     16379  0.204737       -0.000000
     16380  0.204750        0.000000
     16381  0.204762        0.000000
     16382  0.204775       -0.000000
     16383  0.204788       -0.000000
     16384  0.204800        0.000000
     16385  0.204813       -0.000000
     16386  0.204825       -0.000000
     16387  0.204838        0.000000
     16388  0.204850        0.000000
     16389  0.204863       -0.000000
     16390  0.204875       -0.000000
     16391  0.204888        0.000000
     16392  0.204900        0.000000
     16393  0.204912       -0.000000
     16394  0.204925       -0.000000
     16395  0.204937        0.000000
     16396  0.204950        0.000000
     16397  0.204962       -0.000000
     16398  0.204975        0.000000
     16399  0.204987        0.000000
     16400  0.205000       -0.000000
     16401  0.205012       -0.000000
     16402  0.205025        0.000000
     16403  0.205038        0.000000
     16404  0.205050       -0.000000
     16405  0.205063       -0.000000
     16406  0.205075        0.000000
     16407  0.205088        0.000000
     16408  0.205100       -0.000000
     16409  0.205113        0.000000
     16410  0.205125        0.000000
     16411  0.205138       -0.000000
     16412  0.205150       -0.000000
     16413  0.205162        0.000000
     16414  0.205175        0.000000
     16415  0.205187       -0.000000
     16416  0.205200       -0.000000
     16417  0.205212        0.000000
     16418  0.205225        0.000000
     16419  0.205237       -0.000000
     16420  0.205250       -0.000000
     16421  0.205262        0.000000
     16422  0.205275       -0.000000
     16423  0.205288       -0.000000
     16424  0.205300        0.000000
     16425  0.205313        0.000000
     16426  0.205325       -0.000000
     16427  0.205338       -0.000000
     16428  0.205350        0.000000
     16429  0.205363        0.000000
     16430  0.205375       -0.000000
     16431  0.205388       -0.000000
     16432  0.205400        0.000000
     16433  0.205412       -0.000000
     16434  0.205425       -0.000000
     16435  0.205437        0.000000
     16436  0.205450        0.000000
     16437  0.205462       -0.000000
     16438  0.205475       -0.000000
     16439  0.205487        0.000000
     16440  0.205500        0.000000
     16441  0.205512       -0.000000
     16442  0.205525       -0.000000
     16443  0.205538        0.000000
     16444  0.205550       -0.000000
     16445  0.205563       -0.000000
     16446  0.205575        0.000000
     16447  0.205588        0.000000
     16448  0.205600       -0.000000
     16449  0.205613       -0.000000
     16450  0.205625        0.000000
     16451  0.205638        0.000000
     16452  0.205650       -0.000000
     16453  0.205662       -0.000000
     16454  0.205675        0.000000
     16455  0.205687        0.000000
     16456  0.205700       -0.000000
     16457  0.205712        0.000000
     16458  0.205725        0.000000
     16459  0.205737       -0.000000
     16460  0.205750       -0.000000
     16461  0.205762        0.000000
     16462  0.205775        0.000000
     16463  0.205788       -0.000000
     16464  0.205800       -0.000000
     16465  0.205813        0.000000
     16466  0.205825        0.000000
     16467  0.205838       -0.000000
     16468  0.205850        0.000000
     16469  0.205863        0.000000
     16470  0.205875       -0.000000
     16471  0.205888       -0.000000
     16472  0.205900        0.000000
     16473  0.205912        0.000000
     16474  0.205925       -0.000000
     16475  0.205937       -0.000000
     16476  0.205950        0.000000
     16477  0.205962        0.000000
     16478  0.205975       -0.000000
     16479  0.205987        0.000000
     16480  0.206000        0.000000
     16481  0.206012       -0.000000
     16482  0.206025       -0.000000
     16483  0.206038        0.000000
     16484  0.206050        0.000000
     16485  0.206063       -0.000000
     16486  0.206075       -0.000000
     16487  0.206088        0.000000
     16488  0.206100        0.000000
     16489  0.206113       -0.000000
     16490  0.206125       -0.000000
     16491  0.206138        0.000000
     16492  0.206150       -0.000000
     16493  0.206162       -0.000000
     16494  0.206175        0.000000
     16495  0.206187        0.000000
     16496  0.206200       -0.000000
     16497  0.206212       -0.000000
     16498  0.206225        0.000000
     16499  0.206237        0.000000
     16500  0.206250       -0.000000
     16501  0.206262       -0.000000
     16502  0.206275        0.000000
     16503  0.206288       -0.000000
     16504  0.206300       -0.000000
     16505  0.206313        0.000000
     16506  0.206325        0.000000
     16507  0.206338       -0.000000
     16508  0.206350       -0.000000
     16509  0.206363        0.000000
     16510  0.206375        0.000000
     16511  0.206388       -0.000000
     16512  0.206400       -0.000000
     16513  0.206412        0.000000
     16514  0.206425        0.000000
     16515  0.206437       -0.000000
     16516  0.206450        0.000000
     16517  0.206462        0.000000
     16518  0.206475       -0.000000
     16519  0.206487       -0.000000
     16520  0.206500        0.000000
     16521  0.206512        0.000000
     16522  0.206525       -0.000000
     16523  0.206538       -0.000000
     16524  0.206550        0.000000
     16525  0.206563        0.000000
     16526  0.206575       -0.000000
     16527  0.206588        0.000000
     16528  0.206600        0.000000
     16529  0.206613       -0.000000
     16530  0.206625       -0.000000
     16531  0.206638        0.000000
     16532  0.206650        0.000000
     16533  0.206662       -0.000000
     16534  0.206675       -0.000000
     16535  0.206687        0.000000
     16536  0.206700        0.000000
     16537  0.206712       -0.000000
     16538  0.206725        0.000000
     16539  0.206737        0.000000
     16540  0.206750       -0.000000
     16541  0.206762       -0.000000
     16542  0.206775        0.000000
     16543  0.206788        0.000000
     16544  0.206800       -0.000000
     16545  0.206813       -0.000000
     16546  0.206825        0.000000
     16547  0.206838        0.000000
     16548  0.206850       -0.000000
     16549  0.206863       -0.000000
     16550  0.206875        0.000000
     16551  0.206888       -0.000000
     16552  0.206900       -0.000000
     16553  0.206912        0.000000
     16554  0.206925        0.000000
     16555  0.206937       -0.000000
     16556  0.206950       -0.000000
     16557  0.206962        0.000000
     16558  0.206975        0.000000
     16559  0.206987       -0.000000
     16560  0.207000       -0.000000
     16561  0.207012        0.000000
     16562  0.207025       -0.000000
     16563  0.207038       -0.000000
     16564  0.207050        0.000000
     16565  0.207063        0.000000
     16566  0.207075       -0.000000
     16567  0.207088       -0.000000
     16568  0.207100        0.000000
     16569  0.207113        0.000000
     16570  0.207125       -0.000000
     16571  0.207138       -0.000000
     16572  0.207150        0.000000
     16573  0.207162        0.000000
     16574  0.207175       -0.000000
     16575  0.207187        0.000000
     16576  0.207200        0.000000
     16577  0.207212       -0.000000
     16578  0.207225       -0.000000
     16579  0.207237        0.000000
     16580  0.207250        0.000000
     16581  0.207262       -0.000000
     16582  0.207275       -0.000000
     16583  0.207288        0.000000
     16584  0.207300        0.000000
     16585  0.207313       -0.000000
     16586  0.207325        0.000000
     16587  0.207338        0.000000
     16588  0.207350       -0.000000
     16589  0.207363       -0.000000
     16590  0.207375        0.000000
     16591  0.207388        0.000000
     16592  0.207400       -0.000000
     16593  0.207412       -0.000000
     16594  0.207425        0.000000
     16595  0.207437        0.000000
     16596  0.207450       -0.000000
     16597  0.207462        0.000000
     16598  0.207475        0.000000
     16599  0.207487       -0.000000
     16600  0.207500       -0.000000
     16601  0.207512        0.000000
     16602  0.207525        0.000000
     16603  0.207538       -0.000000
     16604  0.207550       -0.000000
     16605  0.207563        0.000000
     16606  0.207575        0.000000
     16607  0.207588       -0.000000
     16608  0.207600       -0.000000
     16609  0.207613        0.000000
     16610  0.207625       -0.000000
     16611  0.207638       -0.000000
     16612  0.207650        0.000000
     16613  0.207662        0.000000
     16614  0.207675       -0.000000
     16615  0.207687       -0.000000
     16616  0.207700        0.000000
     16617  0.207712        0.000000
     16618  0.207725       -0.000000
     16619  0.207737       -0.000000
     16620  0.207750        0.000000
     16621  0.207762       -0.000000
     16622  0.207775       -0.000000
     16623  0.207788        0.000000
     16624  0.207800        0.000000
     16625  0.207813       -0.000000
     16626  0.207825       -0.000000
     16627  0.207838        0.000000
     16628  0.207850        0.000000
     16629  0.207863       -0.000000
     16630  0.207875       -0.000000
     16631  0.207888        0.000000
     16632  0.207900        0.000000
     16633  0.207913       -0.000000
     16634  0.207925        0.000000
     16635  0.207937        0.000000
     16636  0.207950       -0.000000
     16637  0.207962       -0.000000
     16638  0.207975        0.000000
     16639  0.207987        0.000000
     16640  0.208000       -0.000000
     16641  0.208012       -0.000000
     16642  0.208025        0.000000
     16643  0.208037        0.000000
     16644  0.208050       -0.000000
     16645  0.208063        0.000000
     16646  0.208075        0.000000
     16647  0.208088       -0.000000
     16648  0.208100       -0.000000
     16649  0.208113        0.000000
     16650  0.208125        0.000000
     16651  0.208138       -0.000000
     16652  0.208150       -0.000000
     16653  0.208163        0.000000
     16654  0.208175        0.000000
     16655  0.208187       -0.000000
     16656  0.208200        0.000000
     16657  0.208212        0.000000
     16658  0.208225       -0.000000
     16659  0.208237       -0.000000
     16660  0.208250        0.000000
     16661  0.208262        0.000000
     16662  0.208275       -0.000000
     16663  0.208287       -0.000000
     16664  0.208300        0.000000
     16665  0.208313        0.000000
     16666  0.208325       -0.000000
     16667  0.208338       -0.000000
     16668  0.208350        0.000000
     16669  0.208363       -0.000000
     16670  0.208375       -0.000000
     16671  0.208388        0.000000
     16672  0.208400        0.000000
     16673  0.208413       -0.000000
     16674  0.208425       -0.000000
     16675  0.208437        0.000000
     16676  0.208450        0.000000
     16677  0.208462       -0.000000
     16678  0.208475       -0.000000
     16679  0.208487        0.000000
     16680  0.208500       -0.000000
     16681  0.208512       -0.000000
     16682  0.208525        0.000000
     16683  0.208537        0.000000
     16684  0.208550       -0.000000
     16685  0.208563       -0.000000
     16686  0.208575        0.000000
     16687  0.208588        0.000000
     16688  0.208600       -0.000000
     16689  0.208613       -0.000000
     16690  0.208625        0.000000
     16691  0.208638        0.000000
     16692  0.208650       -0.000000
     16693  0.208663        0.000000
     16694  0.208675        0.000000
     16695  0.208687       -0.000000
     16696  0.208700       -0.000000
     16697  0.208712        0.000000
     16698  0.208725        0.000000
     16699  0.208737       -0.000000
     16700  0.208750       -0.000000
     16701  0.208762        0.000000
     16702  0.208775        0.000000
     16703  0.208787       -0.000000
     16704  0.208800        0.000000
     16705  0.208813        0.000000
     16706  0.208825       -0.000000
     16707  0.208838       -0.000000
     16708  0.208850        0.000000
     16709  0.208863        0.000000
     16710  0.208875       -0.000000
     16711  0.208888       -0.000000
     16712  0.208900        0.000000
     16713  0.208913        0.000000
     16714  0.208925       -0.000000
     16715  0.208937        0.000000
     16716  0.208950        0.000000
     16717  0.208962       -0.000000
     16718  0.208975       -0.000000
     16719  0.208987        0.000000
     16720  0.209000        0.000000
     16721  0.209012       -0.000000
     16722  0.209025       -0.000000
     16723  0.209037        0.000000
     16724  0.209050        0.000000
     16725  0.209063       -0.000000
     16726  0.209075       -0.000000
     16727  0.209088        0.000000
     16728  0.209100       -0.000000
     16729  0.209113       -0.000000
     16730  0.209125        0.000000
     16731  0.209138        0.000000
     16732  0.209150       -0.000000
     16733  0.209163       -0.000000
     16734  0.209175        0.000000
     16735  0.209187        0.000000
     16736  0.209200       -0.000000
     16737  0.209212       -0.000000
     16738  0.209225        0.000000
     16739  0.209237       -0.000000
     16740  0.209250       -0.000000
     16741  0.209262        0.000000
     16742  0.209275        0.000000
     16743  0.209287       -0.000000
     16744  0.209300       -0.000000
     16745  0.209313        0.000000
     16746  0.209325        0.000000
     16747  0.209338       -0.000000
     16748  0.209350       -0.000000
     16749  0.209363        0.000000
     16750  0.209375        0.000000
     16751  0.209388       -0.000000
     16752  0.209400        0.000000
     16753  0.209413        0.000000
     16754  0.209425       -0.000000
     16755  0.209437       -0.000000
     16756  0.209450        0.000000
     16757  0.209462        0.000000
     16758  0.209475       -0.000000
     16759  0.209487       -0.000000
     16760  0.209500        0.000000
     16761  0.209512        0.000000
     16762  0.209525       -0.000000
     16763  0.209537        0.000000
     16764  0.209550        0.000000
     16765  0.209563       -0.000000
     16766  0.209575       -0.000000
     16767  0.209588        0.000000
     16768  0.209600        0.000000
     16769  0.209613       -0.000000
     16770  0.209625       -0.000000
     16771  0.209638        0.000000
     16772  0.209650        0.000000
     16773  0.209663       -0.000000
     16774  0.209675        0.000000
     16775  0.209687        0.000000
     16776  0.209700       -0.000000
     16777  0.209712       -0.000000
     16778  0.209725        0.000000
     16779  0.209737        0.000000
     16780  0.209750       -0.000000
     16781  0.209762       -0.000000
     16782  0.209775        0.000000
     16783  0.209787        0.000000
     16784  0.209800       -0.000000
     16785  0.209813       -0.000000
     16786  0.209825        0.000000
     16787  0.209838       -0.000000
     16788  0.209850       -0.000000
     16789  0.209863        0.000000
     16790  0.209875        0.000000
     16791  0.209888       -0.000000
     16792  0.209900       -0.000000
     16793  0.209913        0.000000
     16794  0.209925        0.000000
     16795  0.209937       -0.000000
     16796  0.209950       -0.000000
     16797  0.209962        0.000000
     16798  0.209975       -0.000000
     16799  0.209987       -0.000000
     16800  0.210000        0.000000
     16801  0.210012        0.000000
     16802  0.210025       -0.000000
     16803  0.210037       -0.000000
     16804  0.210050        0.000000
     16805  0.210063        0.000000
     16806  0.210075       -0.000000
     16807  0.210088       -0.000000
     16808  0.210100        0.000000
     16809  0.210113        0.000000
     16810  0.210125       -0.000000
     16811  0.210138        0.000000
     16812  0.210150        0.000000
     16813  0.210163       -0.000000
     16814  0.210175       -0.000000
     16815  0.210187        0.000000
     16816  0.210200        0.000000
     16817  0.210212       -0.000000
     16818  0.210225       -0.000000
     16819  0.210237        0.000000
     16820  0.210250        0.000000
     16821  0.210262       -0.000000
     16822  0.210275        0.000000
     16823  0.210287        0.000000
     16824  0.210300       -0.000000
     16825  0.210313       -0.000000
     16826  0.210325        0.000000
     16827  0.210338        0.000000
     16828  0.210350       -0.000000
     16829  0.210363       -0.000000
     16830  0.210375        0.000000
     16831  0.210388        0.000000
     16832  0.210400       -0.000000
     16833  0.210413        0.000000
     16834  0.210425        0.000000
     16835  0.210437       -0.000000
     16836  0.210450       -0.000000
     16837  0.210462        0.000000
     16838  0.210475        0.000000
     16839  0.210487       -0.000000
     16840  0.210500       -0.000000
     16841  0.210512        0.000000
     16842  0.210525        0.000000
     16843  0.210537       -0.000000
     16844  0.210550       -0.000000
     16845  0.210563        0.000000
     16846  0.210575       -0.000000
     16847  0.210588       -0.000000
     16848  0.210600        0.000000
     16849  0.210613        0.000000
     16850  0.210625       -0.000000
     16851  0.210638       -0.000000
     16852  0.210650        0.000000
     16853  0.210663        0.000000
     16854  0.210675       -0.000000
     16855  0.210687       -0.000000
     16856  0.210700        0.000000
     16857  0.210712       -0.000000
     16858  0.210725       -0.000000
     16859  0.210737        0.000000
     16860  0.210750        0.000000
     16861  0.210762       -0.000000
     16862  0.210775       -0.000000
     16863  0.210787        0.000000
     16864  0.210800        0.000000
     16865  0.210813       -0.000000
     16866  0.210825       -0.000000
     16867  0.210838        0.000000
     16868  0.210850       -0.000000
     16869  0.210863       -0.000000
     16870  0.210875        0.000000
     16871  0.210888        0.000000
     16872  0.210900       -0.000000
     16873  0.210913       -0.000000
     16874  0.210925        0.000000
     16875  0.210938        0.000000
     16876  0.210950       -0.000000
     16877  0.210962       -0.000000
     16878  0.210975        0.000000
     16879  0.210987        0.000000
     16880  0.211000       -0.000000
     16881  0.211012        0.000000
     16882  0.211025        0.000000
     16883  0.211037       -0.000000
     16884  0.211050       -0.000000
     16885  0.211062        0.000000
     16886  0.211075        0.000000
     16887  0.211088       -0.000000
     16888  0.211100       -0.000000
     16889  0.211113        0.000000
     16890  0.211125        0.000000
     16891  0.211138       -0.000000
     16892  0.211150        0.000000
     16893  0.211163        0.000000
     16894  0.211175       -0.000000
     16895  0.211188       -0.000000
     16896  0.211200        0.000000
     16897  0.211212        0.000000
     16898  0.211225       -0.000000
     16899  0.211237       -0.000000
     16900  0.211250        0.000000
     16901  0.211262        0.000000
     16902  0.211275       -0.000000
     16903  0.211287       -0.000000
     16904  0.211300        0.000000
     16905  0.211312       -0.000000
     16906  0.211325       -0.000000
     16907  0.211338        0.000000
     16908  0.211350        0.000000
     16909  0.211363       -0.000000
     16910  0.211375       -0.000000
     16911  0.211388        0.000000
     16912  0.211400        0.000000
     16913  0.211413       -0.000000
     16914  0.211425       -0.000000
     16915  0.211438        0.000000
     16916  0.211450       -0.000000
     16917  0.211462       -0.000000
     16918  0.211475        0.000000
     16919  0.211487        0.000000
     16920  0.211500       -0.000000
     16921  0.211512       -0.000000
     16922  0.211525        0.000000
     16923  0.211537        0.000000
     16924  0.211550       -0.000000
     16925  0.211562       -0.000000
     16926  0.211575        0.000000
     16927  0.211588       -0.000000
     16928  0.211600       -0.000000
     16929  0.211613        0.000000
     16930  0.211625        0.000000
     16931  0.211638       -0.000000
     16932  0.211650       -0.000000
     16933  0.211663        0.000000
     16934  0.211675        0.000000
     16935  0.211688       -0.000000
     16936  0.211700       -0.000000
     16937  0.211712        0.000000
     16938  0.211725        0.000000
     16939  0.211737       -0.000000
     16940  0.211750        0.000000
     16941  0.211762        0.000000
     16942  0.211775       -0.000000
     16943  0.211787       -0.000000
     16944  0.211800        0.000000
     16945  0.211812        0.000000
     16946  0.211825       -0.000000
     16947  0.211838       -0.000000
     16948  0.211850        0.000000
     16949  0.211863        0.000000
     16950  0.211875       -0.000000
     16951  0.211888        0.000000
     16952  0.211900        0.000000
     16953  0.211913       -0.000000
     16954  0.211925       -0.000000
     16955  0.211938        0.000000
     16956  0.211950        0.000000
     16957  0.211962       -0.000000
     16958  0.211975       -0.000000
     16959  0.211987        0.000000
     16960  0.212000        0.000000
     16961  0.212012       -0.000000
     16962  0.212025       -0.000000
     16963  0.212037        0.000000
     16964  0.212050       -0.000000
     16965  0.212062       -0.000000
     16966  0.212075        0.000000
     16967  0.212088        0.000000
     16968  0.212100       -0.000000
     16969  0.212113       -0.000000
     16970  0.212125        0.000000
     16971  0.212138        0.000000
     16972  0.212150       -0.000000
     16973  0.212163       -0.000000
     16974  0.212175        0.000000
     16975  0.212188       -0.000000
     16976  0.212200       -0.000000
     16977  0.212212        0.000000
     16978  0.212225        0.000000
     16979  0.212237       -0.000000
     16980  0.212250       -0.000000
     16981  0.212262        0.000000
     16982  0.212275        0.000000
     16983  0.212287       -0.000000
     16984  0.212300       -0.000000
     16985  0.212312        0.000000
     16986  0.212325       -0.000000
     16987  0.212338       -0.000000
     16988  0.212350        0.000000
     16989  0.212363        0.000000
     16990  0.212375       -0.000000
     16991  0.212388       -0.000000
     16992  0.212400        0.000000
     16993  0.212413        0.000000
     16994  0.212425       -0.000000
     16995  0.212438       -0.000000
     16996  0.212450        0.000000
     16997  0.212462        0.000000
     16998  0.212475       -0.000000
     16999  0.212487        0.000000
     17000  0.212500        0.000000
     17001  0.212512       -0.000000
     17002  0.212525       -0.000000
     17003  0.212537        0.000000
     17004  0.212550        0.000000
     17005  0.212562       -0.000000
     17006  0.212575       -0.000000
     17007  0.212588        0.000000
     17008  0.212600        0.000000
     17009  0.212613       -0.000000
     17010  0.212625        0.000000
     17011  0.212638        0.000000
     17012  0.212650       -0.000000
     17013  0.212663       -0.000000
     17014  0.212675        0.000000
     17015  0.212688        0.000000
     17016  0.212700       -0.000000
     17017  0.212712       -0.000000
     17018  0.212725        0.000000
     17019  0.212737        0.000000
     17020  0.212750       -0.000000
     17021  0.212762       -0.000000
     17022  0.212775        0.000000
     17023  0.212787       -0.000000
     17024  0.212800       -0.000000
     17025  0.212812        0.000000
     17026  0.212825        0.000000
     17027  0.212838       -0.000000
     17028  0.212850       -0.000000
     17029  0.212863        0.000000
     17030  0.212875        0.000000
     17031  0.212888       -0.000000
     17032  0.212900       -0.000000
     17033  0.212913        0.000000
     17034  0.212925       -0.000000
     17035  0.212938       -0.000000
     17036  0.212950        0.000000
     17037  0.212962        0.000000
     17038  0.212975       -0.000000
     17039  0.212987       -0.000000
     17040  0.213000        0.000000
     17041  0.213012        0.000000
     17042  0.213025       -0.000000
     17043  0.213037       -0.000000
     17044  0.213050        0.000000
     17045  0.213062       -0.000000
     17046  0.213075       -0.000000
     17047  0.213088        0.000000
     17048  0.213100        0.000000
     17049  0.213113       -0.000000
     17050  0.213125       -0.000000
     17051  0.213138        0.000000
     17052  0.213150        0.000000
     17053  0.213163       -0.000000
     17054  0.213175       -0.000000
     17055  0.213188        0.000000
     17056  0.213200        0.000000
     17057  0.213212       -0.000000
     17058  0.213225        0.000000
     17059  0.213237        0.000000
     17060  0.213250       -0.000000
     17061  0.213262       -0.000000
     17062  0.213275        0.000000
     17063  0.213287        0.000000
     17064  0.213300       -0.000000
     17065  0.213312       -0.000000
     17066  0.213325        0.000000
     17067  0.213338        0.000000
     17068  0.213350       -0.000000
     17069  0.213363        0.000000
     17070  0.213375        0.000000
     17071  0.213388       -0.000000
     17072  0.213400       -0.000000
     17073  0.213413        0.000000
     17074  0.213425        0.000000
     17075  0.213438       -0.000000
     17076  0.213450       -0.000000
     17077  0.213462        0.000000
     17078  0.213475        0.000000
     17079  0.213487       -0.000000
     17080  0.213500       -0.000000
     17081  0.213512        0.000000
     17082  0.213525       -0.000000
     17083  0.213537       -0.000000
     17084  0.213550        0.000000
     17085  0.213562        0.000000
     17086  0.213575       -0.000000
     17087  0.213588       -0.000000
     17088  0.213600        0.000000
     17089  0.213613        0.000000
     17090  0.213625       -0.000000
     17091  0.213638       -0.000000
     17092  0.213650        0.000000
     17093  0.213663       -0.000000
     17094  0.213675       -0.000000
     17095  0.213688        0.000000
     17096  0.213700        0.000000
     17097  0.213712       -0.000000
     17098  0.213725       -0.000000
     17099  0.213737        0.000000
     17100  0.213750        0.000000
     17101  0.213762       -0.000000
     17102  0.213775       -0.000000
     17103  0.213787        0.000000
     17104  0.213800       -0.000000
     17105  0.213812       -0.000000
     17106  0.213825        0.000000
     17107  0.213838        0.000000
     17108  0.213850       -0.000000
     17109  0.213863       -0.000000
     17110  0.213875        0.000000
     17111  0.213888        0.000000
     17112  0.213900       -0.000000
     17113  0.213913       -0.000000
     17114  0.213925        0.000000
     17115  0.213938        0.000000
     17116  0.213950       -0.000000
     17117  0.213962        0.000000
     17118  0.213975        0.000000
     17119  0.213987       -0.000000
     17120  0.214000       -0.000000
     17121  0.214012        0.000000
     17122  0.214025        0.000000
     17123  0.214037       -0.000000
     17124  0.214050       -0.000000
     17125  0.214062        0.000000
     17126  0.214075        0.000000
     17127  0.214087       -0.000000
     17128  0.214100        0.000000
     17129  0.214113        0.000000
     17130  0.214125       -0.000000
     17131  0.214138       -0.000000
     17132  0.214150        0.000000
     17133  0.214163        0.000000
     17134  0.214175       -0.000000
     17135  0.214188       -0.000000
     17136  0.214200        0.000000
     17137  0.214213        0.000000
     17138  0.214225       -0.000000
     17139  0.214237       -0.000000
     17140  0.214250        0.000000
     17141  0.214262       -0.000000
     17142  0.214275       -0.000000
     17143  0.214287        0.000000
     17144  0.214300        0.000000
     17145  0.214312       -0.000000
     17146  0.214325       -0.000000
     17147  0.214337        0.000000
     17148  0.214350        0.000000
     17149  0.214363       -0.000000
     17150  0.214375       -0.000000
     17151  0.214388        0.000000
     17152  0.214400       -0.000000
     17153  0.214413       -0.000000
     17154  0.214425        0.000000
     17155  0.214438        0.000000
     17156  0.214450       -0.000000
     17157  0.214463       -0.000000
     17158  0.214475        0.000000
     17159  0.214487        0.000000
     17160  0.214500       -0.000000
     17161  0.214512       -0.000000
     17162  0.214525        0.000000
